FIPS_Code,State,Area_Name,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than high school graduate, 1990","High school graduate (or equivalency), 1990","Some college or associate degree, 1990","Bachelor's degree or higher, 1990","Percent of adults who are not high school graduates, 1990","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults completing some college or associate degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than high school graduate, 2000","High school graduate (or equivalency), 2000","Some college or associate degree, 2000","Bachelor's degree or higher, 2000","Percent of adults who are not high school graduates, 2000","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults completing some college or associate degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than high school graduate, 2008-2012","High school graduate (or equivalency), 2008-2012","Some college or associate degree, 2008-2012","Bachelor's degree or higher, 2008-2012","Percent of adults who are not high school graduates, 2008-2012","Percent of adults who are high school graduates (or equivalent), 2008-2012","Percent of adults completing some college or associate degree, 2008-2012","Percent of adults with a bachelor's degree or higher, 2008-2012","Less than high school graduate, 2019-2023","High school graduate (or equivalency), 2019-2023","Some college or associate degree, 2019-2023","Bachelor's degree or higher, 2019-2023","Percent of adults who are not high school graduates, 2019-2023","Percent of adults who are high school graduates (or equivalent), 2019-2023","Percent of adults completing some college or associate degree, 2019-2023","Percent of adults with a bachelor's degree or higher, 2019-2023","Census Population, 2020","Population Estimates Base, 2020","Population Estimate, 2020","Population Estimate, 2021","Population Estimate, 2022","Population Estimate, 2023","Population Change, 2020","Population Change, 2021","Population Change, 2022","Population Change, 2023","Births, 2020","Births, 2021","Births, 2022","Births, 2023","Deaths, 2020","Deaths, 2021","Deaths, 2022","Deaths, 2023","Natural Change, 2020","Natural Change, 2021","Natural Change, 2022","Natural Change, 2023","International Migration, 2020","International Migration, 2021","International Migration, 2022","International Migration, 2023","Domestic Migration, 2020","Domestic Migration, 2021","Domestic Migration, 2022","Domestic Migration, 2023","Net Migration, 2020","Net Migration, 2021","Net Migration, 2022","Net Migration, 2023","Residual Population Change, 2020","Residual Population Change, 2021","Residual Population Change, 2022","Residual Population Change, 2023","Birth Rate, 2021","Birth Rate, 2022","Birth Rate, 2023","Death Rate, 2021","Death Rate, 2022","Death Rate, 2023","Natural Change Rate, 2021","Natural Change Rate, 2022","Natural Change Rate, 2023","International Migration Rate, 2021","International Migration Rate, 2022","International Migration Rate, 2023","Domestic Migration Rate, 2021","Domestic Migration Rate, 2022","Domestic Migration Rate, 2023","Net Migration Rate, 2021","Net Migration Rate, 2022","Net Migration Rate, 2023","Number in Poverty, All Ages, 2023","Poverty Rate, All Ages, 2023","Number in Poverty, Ages 0-17, 2023","Poverty Rate, Ages 0-17, 2023","Median Household Income, 2023","Median Household Income, Lower 90% Confidence Bound, 2023","Median Household Income, Upper 90% Confidence Bound, 2023","Civilian Labor Force, 2000","Employed, 2000","Unemployed, 2000","Unemployment Rate, 2000","Civilian Labor Force, 2001","Employed, 2001","Unemployed, 2001","Unemployment Rate, 2001","Civilian Labor Force, 2002","Employed, 2002","Unemployed, 2002","Unemployment Rate, 2002","Civilian Labor Force, 2003","Employed, 2003","Unemployed, 2003","Unemployment Rate, 2003","Civilian Labor Force, 2004","Employed, 2004","Unemployed, 2004","Unemployment Rate, 2004","Civilian Labor Force, 2005","Employed, 2005","Unemployed, 2005","Unemployment Rate, 2005","Civilian Labor Force, 2006","Employed, 2006","Unemployed, 2006","Unemployment Rate, 2006","Civilian Labor Force, 2007","Employed, 2007","Unemployed, 2007","Unemployment Rate, 2007","Civilian Labor Force, 2008","Employed, 2008","Unemployed, 2008","Unemployment Rate, 2008","Civilian Labor Force, 2009","Employed, 2009","Unemployed, 2009","Unemployment Rate, 2009","Civilian Labor Force, 2010","Employed, 2010","Unemployed, 2010","Unemployment Rate, 2010","Civilian Labor Force, 2011","Employed, 2011","Unemployed, 2011","Unemployment Rate, 2011","Civilian Labor Force, 2012","Employed, 2012","Unemployed, 2012","Unemployment Rate, 2012","Civilian Labor Force, 2013","Employed, 2013","Unemployed, 2013","Unemployment Rate, 2013","Civilian Labor Force, 2014","Employed, 2014","Unemployed, 2014","Unemployment Rate, 2014","Civilian Labor Force, 2015","Employed, 2015","Unemployed, 2015","Unemployment Rate, 2015","Civilian Labor Force, 2016","Employed, 2016","Unemployed, 2016","Unemployment Rate, 2016","Civilian Labor Force, 2017","Employed, 2017","Unemployed, 2017","Unemployment Rate, 2017","Civilian Labor Force, 2018","Employed, 2018","Unemployed, 2018","Unemployment Rate, 2018","Civilian Labor Force, 2019","Employed, 2019","Unemployed, 2019","Unemployment Rate, 2019","Civilian Labor Force, 2020","Employed, 2020","Unemployed, 2020","Unemployment Rate, 2020","Civilian Labor Force, 2021","Employed, 2021","Unemployed, 2021","Unemployment Rate, 2021","Civilian Labor Force, 2022","Employed, 2022","Unemployed, 2022","Unemployment Rate, 2022","Civilian Labor Force, 2023","Employed, 2023","Unemployed, 2023","Unemployment Rate, 2023","Median Household Income, 2022","Median Household Income, Percent of State Total, 2022"
13000,GA,Georgia,1399175,528537,211101,216997,59.4,22.4,9,9.2,1344821,878923,411517,450267,43.6,28.5,13.3,14.6,1169815,1192935,883512,777158,29.1,29.6,22,19.3,1111349,1486006,1328432,1260178,21.4,28.7,25.6,24.3,972291,1805733,1731313,1733171,15.57532646,28.92640266,27.7342536,27.76401728,801324,1950698,2020131,2480907,11.04808178,26.89482784,27.85212035,34.20497004,10711908,10713771,10732390,10790385,10913150,11029227,18619,57995,122765,116077,29847,121276,125599,125664,24771,109501,110380,97847,5076,11775,15219,27817,730,10161,27010,30119,11606,35341,80599,58206,12336,45502,107609,88325,1207,718,-63,-65,11.3,11.6,11.5,10.2,10.2,8.9,1.1,1.4,2.5,0.9,2.5,2.7,3.3,7.4,5.3,4.2,9.9,8.1,1477354,13.7,469680,18.8,74521,73701,75341,4202695,4055366,147329,3.5,4257901,4083528,174373,4.1,4341617,4111627,229990,5.3,4414282,4187003,227279,5.1,4464780,4236301,228479,5.1,4598159,4336264,261895,5.7,4713863,4474820,239043,5.1,4810264,4573302,236962,4.9,4863225,4534790,328435,6.8,4792150,4292830,499320,10.4,4709781,4207266,502515,10.7,4739281,4258833,480448,10.1,4770618,4339369,431249,9,4750046,4363292,386754,8.1,4745859,4407067,338792,7.1,4734088,4446515,287573,6.1,4921814,4653740,268074,5.4,5107889,4864813,243076,4.8,5126923,4922489,204434,4,5165423,4980501,184922,3.6,5082864,4754102,328762,6.5,5156388,4954094,202294,3.9,5222263,5058165,164098,3.1,5305623,5135833,169790,3.2,72742,100
15000,HI,Hawaii,146701,138307,46088,53747,38.1,35.9,12,14,143338,192042,100813,111415,26.2,35.1,18.4,20.3,141506,203893,201997,162424,19.9,28.7,28.5,22.9,123811,228832,239793,210041,15.4,28.5,29.9,26.2,90416,263569,299356,274791,9.741717773,28.39779256,32.25360186,29.60688781,72950,273812,316191,364398,7.100786391,26.65223473,30.7773098,35.46966908,1455271,1455274,1451181,1446745,1439399,1435138,-4093,-4436,-7346,-4261,3836,15528,15746,15167,2843,12152,13375,12812,993,3376,2371,2355,119,2043,5917,4627,-4831,-9982,-15664,-11193,-4712,-7939,-9747,-6566,-374,127,30,-50,10.7,10.9,10.6,8.4,9.3,8.9,2.3,1.6,1.6,1.4,4.1,3.2,-6.9,-10.9,-7.8,-5.5,-6.8,-4.6,143193,10.2,33698,11.8,96716,94413,99019,605395,579736,25659,4.2,607556,581379,26177,4.3,601786,577616,24170,4,603936,580352,23584,3.9,611752,591594,20158,3.3,625530,607853,17677,2.8,635415,619362,16053,2.5,636710,619224,17486,2.7,641526,615767,25759,4,631970,589798,42172,6.7,648549,604210,44339,6.8,660634,615470,45164,6.8,650415,611985,38430,5.9,650978,620005,30973,4.8,664014,635913,28101,4.2,670594,647616,22978,3.4,679121,659557,19564,2.9,695303,679865,15438,2.2,692457,675849,16608,2.4,686066,668769,17297,2.5,665964,588159,77805,11.7,670193,630151,40042,6,672727,650672,22055,3.3,676355,656336,20019,3,93683,100
16000,ID,Idaho,149531,127462,55171,36748,40.5,34.6,15,10,135181,187912,109859,81413,26.3,36.5,21.4,15.8,121787,182892,190478,106135,20.3,30.4,31.7,17.7,120361,224322,272207,170615,15.3,28.5,34.6,21.7,112350,275678,354433,243711,11.39253599,27.95435279,35.94028222,24.712829,103570,322573,430144,388032,8.323428317,25.92365784,34.5686275,31.18428634,1839106,1839117,1849339,1904537,1938996,1964726,10222,55198,34459,25730,5467,21850,22418,22456,3629,17141,18938,16817,1838,4709,3480,5639,58,698,1779,4664,8814,51524,28586,15389,8872,52222,30365,20053,-488,-1733,614,38,11.6,11.7,11.5,9.1,9.9,8.6,2.5,1.8,2.9,0.4,0.9,2.4,27.5,14.9,7.9,27.8,15.8,10.3,193938,10.1,52105,11.3,74859,73766,75952,661066,630228,30838,4.7,678281,643913,34368,5.1,685650,647019,38631,5.6,691702,653299,38403,5.6,702872,668638,34234,4.9,730354,701400,28954,4,744475,718848,25627,3.4,755287,732155,23132,3.1,759676,721828,37848,5,763633,696832,66801,8.7,762147,695265,66882,8.8,764205,701660,62545,8.2,772112,714969,57143,7.4,777606,724545,53061,6.8,776937,742805,34132,4.4,795014,764121,30893,3.9,812921,783180,29741,3.7,839776,812875,26901,3.2,862434,837767,24667,2.9,888611,862940,25671,2.9,899807,850130,49677,5.5,921718,888950,32768,3.6,944919,918106,26813,2.8,961506,931748,29758,3.1,72634,100
17000,IL,Illinois,2885938,1944720,630845,627825,47.4,31.9,10.4,10.3,2237240,2343719,1015515,1082285,33.5,35.1,15.2,16.2,1735789,2187342,1835803,1534996,23.8,30,25.2,21,1480443,2212291,2202888,2078049,18.6,27.7,27.6,26.1,1102449,2301245,2426909,2629344,13.0313937,27.20164795,28.68704733,31.07991102,851323,2207546,2430244,3249494,9.742090473,25.2619897,27.81042791,37.18549192,12812508,12813469,12790357,12690341,12582515,12549689,-23112,-100016,-107826,-32826,33452,131888,129614,127235,35296,128385,127064,116782,-1844,3503,2550,10453,504,11447,31224,40492,-22545,-115656,-142403,-83839,-22041,-104209,-111179,-43347,773,690,803,68,10.4,10.3,10.1,10.1,10.1,9.3,0.3,0.2,0.8,0.9,2.5,3.2,-9.1,-11.3,-6.7,-8.2,-8.8,-3.4,1424894,11.6,390309,14.7,80346,79717,80975,6494429,6206060,288369,4.4,6454092,6103092,351000,5.4,6341891,5925990,415901,6.6,6310520,5885134,425386,6.7,6348716,5955739,392977,6.2,6410767,6044685,366082,5.7,6515687,6217917,297770,4.6,6639198,6301409,337789,5.1,6652942,6222179,430763,6.5,6601620,5928539,673081,10.2,6612433,5918202,694231,10.5,6567531,5925787,641744,9.8,6583689,5989454,594235,9,6556593,5961201,595392,9.1,6516372,6049059,467313,7.2,6511797,6119934,391863,6,6559038,6172672,386366,5.9,6562291,6237933,324358,4.9,6557416,6270844,286572,4.4,6543691,6283464,260227,4,6321066,5735263,585803,9.3,6327675,5942191,385484,6.1,6421708,6127480,294228,4.6,6437855,6150672,287183,4.5,76744,100
18000,IN,Indiana,1292237,991710,233791,228676,47.1,36.1,8.5,8.3,1054286,1309020,379876,392590,33.6,41.7,12.1,12.5,850014,1333093,763422,542941,24.4,38.2,21.9,15.6,695540,1447734,994391,755613,17.9,37.2,25.5,19.4,549930,1498095,1209106,972007,13.00335908,35.42317607,28.58989231,22.98357254,445651,1496214,1304353,1313086,9.774540149,32.81671939,28.60859903,28.80014143,6785528,6785442,6789098,6813798,6832274,6862199,3656,24700,18476,29925,19436,77712,80234,79587,19149,77868,79739,72079,287,-156,495,7508,342,6065,15475,17869,1596,16132,5011,4599,1938,22197,20486,22468,1431,2659,-2505,-51,11.4,11.8,11.6,11.4,11.7,10.5,0,0.1,1.1,0.9,2.3,2.6,2.4,0.7,0.7,3.3,3,3.3,815808,12.2,234986,15.1,69458,68663,70253,3125304,3030889,94415,3,3143985,3010490,133495,4.2,3161709,2997963,163746,5.2,3178568,3011507,167061,5.3,3165247,2993991,171256,5.4,3202215,3029258,172957,5.4,3235980,3075761,160219,5,3202589,3054548,148041,4.6,3244790,3053593,191197,5.9,3216535,2880173,336362,10.5,3175885,2854843,321042,10.1,3189011,2904397,284614,8.9,3172556,2911925,260631,8.2,3193683,2953672,240011,7.5,3228524,3036685,191839,5.9,3266392,3109791,156601,4.8,3331821,3186420,145401,4.4,3333693,3217049,116644,3.5,3392579,3276805,115774,3.4,3399870,3287462,112408,3.3,3328778,3086279,242499,7.3,3332745,3201829,130916,3.9,3373887,3270662,103225,3.1,3401387,3288017,113370,3.3,66768,100
19000,IA,Iowa,632366,596649,171454,140119,41,38.7,11.1,9.1,483956,729369,249722,237055,28.5,42.9,14.7,13.9,353800,684368,439238,299392,19.9,38.5,24.7,16.9,263436,683942,546388,402090,13.9,36.1,28.8,21.2,187633,666739,649313,509944,9.318151457,33.11131296,32.24591024,25.32462534,145119,649969,684769,660619,6.779753662,30.36562895,31.99143555,30.86318183,3190369,3190427,3190904,3197944,3199693,3207004,477,7040,1749,7311,9104,35887,36848,36898,8036,35499,35708,33119,1068,388,1140,3779,199,3701,9355,7112,-1270,1805,-7990,-3603,-1071,5506,1365,3509,480,1146,-756,23,11.2,11.5,11.5,11.1,11.2,10.3,0.1,0.4,1.2,1.2,2.9,2.2,0.6,-2.5,-1.1,1.7,0.4,1.1,344877,11.1,93466,13,71662,70557,72767,1594400,1551434,42966,2.7,1610634,1556923,53711,3.3,1629047,1564178,64869,4,1607931,1536505,71426,4.4,1607438,1534634,72804,4.5,1628510,1558522,69988,4.3,1655924,1595344,60580,3.7,1662155,1600507,61648,3.7,1682209,1612459,69750,4.1,1677059,1569561,107498,6.4,1674411,1571960,102451,6.1,1670056,1575767,94289,5.6,1660180,1576236,83944,5.1,1676565,1597139,79426,4.7,1698718,1626676,72042,4.2,1700549,1637467,63082,3.7,1703164,1642152,61012,3.6,1697495,1645660,51835,3.1,1711811,1667817,43994,2.6,1742078,1695474,46604,2.7,1668401,1582202,86199,5.2,1679982,1615303,64679,3.8,1706493,1658263,48230,2.8,1709402,1659106,50296,2.9,69708,100
20000,KS,Kansas,492098,438583,155828,139479,40.1,35.8,12.7,11.4,370235,543823,237617,236427,26.7,39.2,17.1,17,293272,514177,428110,330377,18.7,32.8,27.3,21.1,237799,507612,516818,438978,14,29.8,30.4,25.8,188859,511212,586634,551374,10.2748032,27.81229751,31.91560319,29.99729609,156595,495115,601919,679664,8.09991036,25.60993083,31.13439091,35.1557679,2937880,2937835,2938124,2937946,2936716,2940546,289,-178,-1230,3830,8510,34168,34547,34768,6984,32824,33274,30329,1526,1344,1273,4439,135,2069,5518,3932,-1920,-4975,-7004,-4574,-1785,-2906,-1486,-642,548,1384,-1017,33,11.6,11.8,11.8,11.2,11.3,10.3,0.5,0.4,1.5,0.7,1.9,1.3,-1.7,-2.4,-1.6,-1,-0.5,-0.2,319815,11.2,89475,13.1,70316,69173,71459,1402606,1349841,52765,3.8,1398521,1338775,59746,4.3,1419335,1347163,72172,5.1,1441065,1361115,79950,5.5,1458910,1378355,80555,5.5,1458767,1384654,74113,5.1,1467553,1402950,64603,4.4,1485414,1422109,63305,4.3,1493365,1425022,68343,4.6,1512572,1408142,104430,6.9,1500463,1396172,104291,7,1498000,1402198,95802,6.4,1490808,1405638,85170,5.7,1489395,1410470,78925,5.3,1494203,1426892,67311,4.5,1493782,1431533,62249,4.2,1491961,1431920,60041,4,1488346,1434516,53830,3.6,1493360,1443204,50156,3.4,1504415,1456662,47753,3.2,1501827,1414596,87231,5.8,1498226,1448294,49932,3.3,1502603,1463010,39593,2.6,1510988,1470936,40052,2.7,68827,100
21000,KY,Kentucky,1053196,412640,123919,123543,61.5,24.1,7.2,7.2,978135,653876,223542,231139,46.9,31.3,10.7,11.1,825857,741012,448837,318127,35.4,31.8,19.2,13.6,685000,888277,619651,453469,25.9,33.6,23.4,17.1,510196,988008,795165,608927,17.57904776,34.04228928,27.39779127,20.9808717,352966,1006715,887620,830856,11.46679653,32.70512193,28.83608601,26.99199553,4505836,4506297,4508155,4507600,4511563,4526154,1858,-555,3963,14591,12579,51364,52384,52380,12785,58401,61410,54385,-206,-7037,-9026,-2005,122,1757,4436,7627,1010,3216,9400,8965,1132,4973,13836,16592,932,1509,-847,4,11.4,11.6,11.6,13,13.6,12,-1.6,-2,-0.4,0.4,1,1.7,0.7,2.1,2,1.1,3.1,3.7,709405,16.1,201537,20.2,61099,60452,61746,1957400,1876232,81168,4.1,1953834,1852043,101791,5.2,1944682,1832250,112432,5.8,1965881,1844378,121503,6.2,1969935,1861750,108185,5.5,1991726,1874747,116979,5.9,2026144,1910580,115564,5.7,2035493,1925716,109777,5.4,2038225,1906275,131950,6.5,2064847,1842085,222762,10.8,2065023,1852302,212721,10.3,2061500,1868168,193332,9.4,2060084,1891109,168975,8.2,2055895,1892777,163118,7.9,2006518,1877551,128967,6.4,1979641,1876009,103632,5.2,2015645,1914479,101166,5,2053398,1955234,98164,4.8,2052877,1966186,86691,4.2,2064637,1979803,84834,4.1,2005210,1874863,130347,6.5,2010884,1921355,89529,4.5,2030274,1948312,81962,4,2026263,1941994,84269,4.2,59246,100
22000,LA,Louisiana,1046551,446400,153171,163792,57.8,24.7,8.5,9,965657,705808,292793,317223,42.3,30.9,12.8,13.9,803872,803328,520671,409123,31.7,31.7,20.5,16.1,699052,899354,657284,519778,25.2,32.4,23.7,18.7,523958,1008396,778029,629915,17.81989445,34.29570744,26.46088934,21.42350877,407400,1012121,864939,825794,13.09860867,32.54142588,27.80927217,26.55069329,4657757,4657785,4652022,4627047,4588023,4573749,-5763,-24975,-39024,-14274,13555,57028,56541,56209,14807,56872,56876,50094,-1252,156,-335,6115,193,3183,8225,9274,-5154,-28324,-47539,-29692,-4961,-25141,-39314,-20418,450,10,625,29,12.3,12.3,12.3,12.3,12.3,10.9,0,-0.1,1.3,0.7,1.8,2,-6.1,-10.3,-6.5,-5.4,-8.5,-4.5,839489,18.9,264541,25.2,58273,57163,59383,2026392,1921984,104408,5.2,2027220,1913555,113665,5.6,2013652,1892947,120705,6,2024914,1897902,127012,6.3,2030415,1914521,115894,5.7,2078215,1929492,148723,7.2,2001297,1919476,81821,4.1,2026793,1943648,83145,4.1,2064692,1968676,96016,4.7,2067873,1927200,140673,6.8,2084462,1927720,156742,7.5,2080525,1926038,154487,7.4,2089644,1948630,141014,6.7,2101974,1966755,135219,6.4,2141519,2007668,133851,6.3,2150050,2015081,134969,6.3,2123690,1994639,129051,6.1,2108485,2000487,107998,5.1,2109741,2007981,101760,4.8,2101749,2004115,97634,4.6,2052043,1875244,176799,8.6,2056137,1941271,114866,5.6,2068817,1993244,75573,3.7,2076760,2000152,76608,3.7,55458,100
23000,ME,Maine,243532,188886,60424,44981,45.3,35.1,11.2,8.4,207366,259964,99226,95284,31.3,39.3,15,14.4,168460,295074,182727,149352,21.2,37.1,23,18.8,127288,314600,229045,198960,14.6,36.2,26.3,22.9,88276,321100,272783,256465,9.404830901,34.20965158,29.06200992,27.3235076,56031,310243,291033,359323,5.511444675,30.51680552,28.62722918,35.34452062,1362359,1363177,1364517,1378787,1389338,1395722,1340,14270,10551,6384,2997,11590,12009,11945,3704,16116,17977,16998,-707,-4526,-5968,-5053,58,1012,2504,2209,1803,17938,13861,9216,1861,18950,16365,11425,186,-154,154,12,8.4,8.7,8.6,11.7,13,12.2,-3.3,-4.3,-3.6,0.7,1.8,1.6,13.1,10,6.6,13.8,11.8,8.2,141996,10.5,30775,12.6,73463,71871,75055,677489,654981,22508,3.3,674958,649627,25331,3.8,678559,648301,30258,4.5,685165,649899,35266,5.1,685989,654082,31907,4.7,695280,661176,34104,4.9,700747,667801,32946,4.7,699753,667061,32692,4.7,701930,664441,37489,5.3,697698,639142,58556,8.4,697832,638984,58848,8.4,698979,644967,54012,7.7,700730,650315,50415,7.2,704240,657058,47182,6.7,698035,659008,39027,5.6,687859,657550,30309,4.4,693917,667723,26194,3.8,703871,680164,23707,3.4,700856,678584,22272,3.2,698261,678011,20250,2.9,671979,637985,33994,5.1,688542,656138,32404,4.7,681172,661833,19339,2.8,687322,667619,19703,2.9,69485,100
24000,MD,Maryland,992786,593295,206230,290238,47.7,28.5,9.9,13.9,813543,812201,364656,508696,32.6,32.5,14.6,20.4,673932,878432,744137,826164,21.6,28.1,23.8,26.5,565086,933836,897313,1099360,16.2,26.7,25.7,31.4,445826,1008437,1012698,1408321,11.50434988,26.02228689,26.13224018,36.34112305,382701,1014175,1049892,1826045,8.95665221,23.73553441,24.57144743,42.73636595,6177224,6177253,6173689,6175045,6163981,6180253,-3564,1356,-11064,16272,17156,67431,68904,67969,16929,58995,57559,53770,227,8436,11345,14199,508,9041,23536,32977,-5257,-17683,-45734,-30905,-4749,-8642,-22198,2072,958,1562,-211,1,10.9,11.2,11,9.6,9.3,8.7,1.4,1.8,2.3,1.5,3.8,5.3,-2.9,-7.4,-5,-1.4,-3.6,0.3,585097,9.7,149906,11.3,98568,97322,99814,2801391,2702430,98961,3.5,2836279,2717443,118836,4.2,2872367,2734977,137390,4.8,2881024,2742966,138058,4.8,2885111,2752186,132925,4.6,2931581,2799960,131621,4.5,2984444,2860048,124396,4.2,2989317,2877994,111323,3.7,3027934,2891508,136426,4.5,3049869,2819397,230472,7.6,3078368,2836945,241423,7.8,3097300,2870857,226443,7.3,3120947,2906518,214429,6.9,3128908,2924626,204282,6.5,3125017,2945911,179106,5.7,3139988,2983083,156905,5,3155918,3020827,135091,4.3,3243896,3114580,129316,4,3270635,3146485,124150,3.8,3338480,3225825,112655,3.4,3230561,3022470,208091,6.4,3152885,2988216,164669,5.2,3154854,3060216,94638,3,3184868,3117270,67598,2.1,94957,100
25000,MA,Massachusetts,1305345,1096249,346399,394470,41.5,34.9,11,12.6,963289,1260868,545469,693630,27.8,36.4,15.8,20,792657,1178509,912058,1078999,20,29.7,23,27.2,651093,1165489,1038398,1418295,15.2,27.3,24.3,33.2,484887,1156650,1083895,1740466,10.85754757,25.89960631,24.27048267,38.97236345,425209,1129802,1084720,2305899,8.597671075,22.84445056,21.93289834,46.62498003,7029917,7032933,6997713,6991951,6982740,7001399,-35220,-5762,-9211,18659,17113,66441,69069,68387,22133,61652,63566,61404,-5020,4789,5503,6983,908,16477,42932,50647,-27235,-26269,-56813,-39149,-26327,-9792,-13881,11498,-3873,-759,-833,178,9.5,9.9,9.8,8.8,9.1,8.8,0.7,0.8,1,2.4,6.1,7.2,-3.8,-8.1,-5.6,-1.4,-2,1.6,710123,10.5,167647,12.7,99750,98449,101051,3340566,3246356,94210,2.8,3386892,3258352,128540,3.8,3436864,3257517,179347,5.2,3418989,3223294,195695,5.7,3400830,3226991,173839,5.1,3385536,3222953,162583,4.8,3411688,3251029,160659,4.7,3433239,3277912,155327,4.5,3465906,3282299,183607,5.3,3470431,3189506,280925,8.1,3479304,3198617,280687,8.1,3484135,3232458,251677,7.2,3506457,3271256,235201,6.7,3516689,3283144,233545,6.6,3569557,3364853,204704,5.7,3589409,3417296,172113,4.8,3617498,3472327,145171,4,3724520,3582389,142131,3.8,3818769,3686198,132571,3.5,3848611,3731900,116711,3,3744255,3396014,348241,9.3,3731417,3530207,201210,5.4,3743592,3606318,137274,3.7,3751662,3625293,126369,3.4,94538,100
26000,MI,Michigan,2170415,1546679,444452,432915,47.2,33.7,9.7,9.4,1681690,1997940,825223,749187,32,38,15.7,14.3,1356759,1887449,1584387,1014047,23.2,32.3,27.1,17.4,1064133,2010861,1944688,1396259,16.6,31.3,30.3,21.8,744419,2021310,2133610,1679180,11.3159056,30.72591263,32.43298378,25.525198,564902,1964538,2224908,2213104,8.107727186,28.1959316,31.93287876,31.76346245,10077331,10077674,10070627,10038117,10033281,10037261,-7047,-32510,-4836,3980,26588,102799,104411,101911,31057,115214,117927,105941,-4469,-12415,-13516,-4030,409,7044,18766,22817,-4859,-29881,-8588,-15051,-4450,-22837,10178,7766,1872,2742,-1498,244,10.2,10.4,10.2,11.5,11.8,10.6,-1.2,-1.3,-0.4,0.7,1.9,2.3,-3,-0.9,-1.5,-2.3,1,0.8,1322242,13.5,362488,17.5,69097,68410,69784,5156695,4968878,187817,3.6,5138844,4872118,266726,5.2,5034722,4723286,311436,6.2,5036119,4678901,357218,7.1,5056148,4703962,352186,7,5069602,4725701,343901,6.8,5056734,4701385,355349,7,4994841,4640173,354668,7.1,4915781,4513249,402532,8.2,4860036,4221462,638574,13.1,4754799,4173946,580853,12.2,4668979,4201785,467194,10,4685462,4261963,423499,9,4736919,4323410,413509,8.7,4759720,4416017,343703,7.2,4760207,4501816,258391,5.4,4848638,4606948,241690,5,4911247,4685853,225394,4.6,4944794,4739081,205713,4.2,4979516,4776963,202553,4.1,4861572,4376032,485540,10,4775153,4500849,274304,5.7,4866063,4664171,201892,4.1,5007904,4812421,195483,3.9,66926,100
27000,MN,Minnesota,844065,687242,238128,220932,42.4,34.5,12,11.1,632148,904382,401890,407281,26.9,38.6,17.1,17.4,488765,913265,763948,604584,17.6,33,27.6,21.8,381345,912672,1002246,868082,12.1,28.8,31.7,27.4,285839,955846,1147626,1136539,8.106952933,27.1096615,32.54891728,32.23446828,239636,916744,1227836,1513374,6.148312162,23.52079105,31.50244125,38.82845553,5706494,5706804,5710578,5717968,5714300,5737915,3774,7390,-3668,23615,16461,63012,64630,63754,12746,51396,53436,49911,3715,11616,11194,13843,295,5523,14231,14575,-1510,-10887,-28893,-4686,-1215,-5364,-14662,9889,1274,1138,-200,-117,11,11.3,11.1,9,9.3,8.7,2,2,2.4,1,2.5,2.5,-1.9,-5.1,-0.8,-0.9,-2.6,1.7,519464,9.2,130152,10.2,85070,84312,85828,2799111,2714001,85110,3,2847955,2740867,107088,3.8,2873004,2744745,128259,4.5,2893369,2754850,138519,4.8,2893478,2760746,132732,4.6,2880908,2762419,118489,4.1,2889613,2772171,117442,4.1,2898861,2765611,133250,4.6,2914133,2756573,157560,5.4,2932056,2699974,232082,7.9,2940696,2722623,218073,7.4,2952527,2760400,192127,6.5,2949770,2783181,166589,5.6,2961729,2812453,149276,5,2979798,2852488,127310,4.3,3005414,2891673,113741,3.8,3023110,2906348,116762,3.9,3071006,2963830,107176,3.5,3075090,2982658,92432,3,3111674,3009672,102002,3.3,3122016,2926644,195372,6.3,3049037,2935653,113384,3.7,3071450,2992787,78663,2.6,3099923,3012707,87216,2.8,82343,100
